Address,Old_Address,GeoAddress,Latitude,Longitude
"9030 sound  ave, ","9030 sound ave, Bronx","Sound Avenue, Shippan Point, Stamford, Fairfield County, Connecticut, 06901, United States",41.0273771,-73.5253223
"90-04 161st  Street, ","90-04 161st Street, Jamaica","90-04, 161st Street, Jamaica, Queens, Queens County, New York, 11432, United States",40.7052217,-73.7994126
"90-04 161st  Street, ","90-04 161st Street, Jamaica","90-04, 161st Street, Jamaica, Queens, Queens County, New York, 11432, United States",40.7052217,-73.7994126
"90-04 161st  Street, ","90-04 161st Street, Jamaica","90-04, 161st Street, Jamaica, Queens, Queens County, New York, 11432, United States",40.7052217,-73.7994126
"90-04 161st  Street, ","90-04 161st Street, Jamaica","90-04, 161st Street, Jamaica, Queens, Queens County, New York, 11432, United States",40.7052217,-73.7994126
"90-04 161st  Street, ","90-04 161st Street, Jamaica","90-04, 161st Street, Jamaica, Queens, Queens County, New York, 11432, United States",40.7052217,-73.7994126
"90 cherch  st, ","90 cherch st, new york","To St. Emanuel Cherch, አስራስምንት, ወረዳ ፫, Addis Ababa / አዲስ አበባ, አዲስ አበባ / Addis Ababa, 182609, ኢትዮጵያ",9.0286018,38.7164303
8th  ave,"1 8th ave n birm, Birmingham","8th Avenue, Chelsea, Manhattan, New York County, New York, 10011, United States",40.7428467,-74.0002679
"89-09 97th  Street, ","89-09 97th Street, Woodhaven","89-09, 97th Street, Brooklyn Manor, Queens, Queens County, New York, 11421, United States",40.6919475,-73.8471254667656
"885 Third  Ave, ","885 885 Third Ave, New York","Third Avenue, Little Heath, London Borough of Redbridge, London, Greater London, England, RM6 5DB, United Kingdom",51.5759814,0.1242917
885 Park  Ave,"885 Park Ave Apt 2C, New York","885, Park Avenue, Cody, Park County, Wyoming, 82414, United States",44.5194388056216,-109.069687628084
"881 Polite  Avenue, ","881 Rev James A Polite Avenue, The Bronx","Polite Avenue, Trilby, Pasco County, Florida, 33593, United States",28.457184,-82.19898
"88-15 182nd  Street, ","88-15 182nd Street, Hollis","88-15, 182nd Street, Hillside, Queens, Queens County, New York, 11423, United States",40.71271265,-73.7798674379963
88 Wyckoff  Street,"88 Wyckoff Street 1M, Brooklyn","88, Wyckoff Street, Gowanus, Brooklyn, Kings County, New York, 11201, United States",40.685811,-73.9905208
"879 Polite  Avenue, ","879 Rev James A Polite Avenue, The Bronx","Polite Avenue, Trilby, Pasco County, Florida, 33593, United States",28.457184,-82.19898
"8702 Palermo  Street, ","8702 Palermo Street, Jamaica","Palermo Street, Terrace Heights, Queens, Queens County, New York, 11423, United States",40.7220112,-73.7734611
"8702 Palermo  Street, ","8702 Palermo Street, Jamaica","Palermo Street, Terrace Heights, Queens, Queens County, New York, 11423, United States",40.7220112,-73.7734611
"8702 Palermo  Street, ","8702 Palermo Street, Jamaica","Palermo Street, Terrace Heights, Queens, Queens County, New York, 11423, United States",40.7220112,-73.7734611
"8702 Palermo  Street, ","8702 Palermo Street, Jamaica","Palermo Street, Terrace Heights, Queens, Queens County, New York, 11423, United States",40.7220112,-73.7734611
"8702 Palermo  Street, ","8702 Palermo Street, Jamaica","Palermo Street, Terrace Heights, Queens, Queens County, New York, 11423, United States",40.7220112,-73.7734611
"8624 23  Ave, ","8624 23 Ave, Brooklyn","23  Avenida, Colonia La Reinita, Zona 6, Ciudad de Guatemala, Guatemala, 01006, Guatemala",14.6635193,-90.4853592
"855 Oak  Grove, ","855 Oak Grove, Menlo Park","Oak Grove, Bagley Township, Otsego County, Michigan, 49735, United States",44.968173,-84.683867
"85 Lotus  Lane, ","85 Lotus Lane, Covington","85, Lotuslaan, Nieuwe Stad, Stene, Oostende, West-Vlaanderen, Vlaanderen, 8400, België / Belgique / Belgien",51.20797565,2.92211348032492
85 Kenmare  Street,"85 Kenmare Street Unit 22, New York","85, Kenmare Street, Little Italy, Manhattan, New York County, New York, 10012, United States",40.7213617,-73.9967549
85 5th  Avenue,"85 5th Avenue 12th Floor, New York","85, 5th Avenue, Tioga Center, Town of Tioga, Tioga County, New York, 13827, United States",42.059864,-76.3533038
85 5th  Avenue,"85 5th Avenue 12th Floor, New York","85, 5th Avenue, Tioga Center, Town of Tioga, Tioga County, New York, 13827, United States",42.059864,-76.3533038
"83 Clemenceau  Avenue, ","83 Clemenceau Avenue, Bethesda","UE Square, 83, Clemenceau Avenue, Robertson Quay, Singapore River, Singapore, Central, 239918, Singapore",1.29215005,103.842680193722
825 8TH  AVE,"825 8TH AVE SUITE 3270C 825 Eighth A, NEW YORK","825, 8th Avenue, New Smyrna Beach, Volusia County, Florida, 32169, United States",29.0242288,-80.8906865
"82 Sands  Street, ","82 Sands 82 Sands Street, Staten Island","82, Sands Street, Stapleton, Staten Island, Richmond County, New York, 10304, United States",40.6295905,-74.0781817997421
814 Union  Street,"814 Union Street #1, Brooklyn","814, Union Street, Rome, City of Rome, Oneida County, New York, 13440, United States",43.2286397575758,-75.4603530505051
"8119 Fifth  Avenue, ","8119 Fifth Avenue, Brooklyn","Fifth Avenue, Sea Point, Cape Town, City of Cape Town, Western Cape, 8005, South Africa",-33.912131,18.3940861
"81-50 190th  Street, ","81-50 190th Street, Jamaica","190th Street, Queens, Queens County, New York, 11358, United States",40.7594115,-73.7914444
81 Prospect  Street,"81 Prospect Street Suite 6057, Brooklyn","81, Prospect Street, Fairmount, Hyde Park, Boston, Suffolk County, Massachusetts, 02137, United States",42.2463269,-71.1146740507975
"80-31 189th  Street, ","80-31 189th Street, Jamaica","80-31, 189th Street, Fresh Meadows, Queens, Queens County, New York, 11423, United States",40.7286231,-73.7795647720238
"80-05 269th  Street, ","80-05 269th Street, Bellerose Manor","80-05, 269th Street, Glen Oaks, Queens, Queens County, New York, 11040, United States",40.7464395,-73.7026207707621
"80 Vanderburgh  Ave, ","80 Vanderburgh Ave, Troy","80, Vanderburgh Avenue, Rutherford, Bergen County, New Jersey, 07070, United States",40.839123,-74.117203
"80 Broad  St, ","80 Broad St, BOWLING GREEN","80, Broad Street, New Windsor, Town of New Windsor, Orange County, New York, 12553, United States",41.4799035197579,-74.0200654712112
"794 Sheppard  Avenue, ","794 Sheppard Avenue, Brooklyn","794, Sheppard Avenue, West Shore, Pickering, Durham Region, Golden Horseshoe, Ontario, L1V 1A9, Canada",43.8233153865641,-79.1124436635879
790 Riverside  Drive,"790 Riverside Drive #7L, New york","790, Riverside Drive, Riverside, Newport News, Virginia, 23606, United States",37.0486673305611,-76.4994092128829
79 Fifth  Avenue,"79 Fifth Avenue 4th floor, New York","Fifth Avenue, Grassy Park, Cape Town Ward 65, City of Cape Town, Western Cape, 7941, South Africa",-34.0421043,18.5071569
789 Astor  Ave,"789 Astor Ave apt 2G, Bronx","789, Astor Avenue, The Bronx, Bronx County, New York, 10467, United States",40.8597706,-73.8639851
"78 Miller  Way, ","78 John Miller Way, Kearny","78, Miller Way, Carson City, Nevada, 89703, United States",39.173117,-119.769801625
78 Miller  Way,"78 John Miller Way #102, kearny","78, Miller Way, Carson City, Nevada, 89703, United States",39.173117,-119.769801625
78 Charles  St,"78 Charles St #4E, New York","78, Charles Street, Newport, Newport County, Rhode Island, 02840, United States",41.4919448140986,-71.3151495315135
77 Division  Ave,"77 Division Ave 34, Brooklyn","77, Division Avenue, Brooklyn, Kings County, New York, 11249, United States",40.7075363,-73.965632363948
"76 University  Drive, ","76 University Drive, Hazleton","76, University Drive, Broad Acres, Ward 1, Nashua, Hillsborough County, New Hampshire, 03063, United States",42.7779005831268,-71.513790711644
7581 U.S.  Highway,"7581 U.S. Highway 11st, Potsdam","U.S., State Highway 55, Sunny Waters, Town of Wolf River, Langlade County, Wisconsin, 54462, United States",45.1895845,-88.73215845
"75-15 97th  Avenue, ","75-15 97th Avenue, Ozone Park","75-15, 97th Avenue, Woodhaven, Queens, Queens County, New York, 11416, United States",40.68164435,-73.8625877853096
"7361 173rd  Street, ","7361 173rd Street, Flushing","7361, 173rd Street, Tinley Park, Orland Township, Cook County, Illinois, 60477, United States",41.576544125,-87.798054325
"73-18 69th  Place, ","73-18 69th Place, Flushing","73-18, 69th Place, Glendale, Queens, Queens County, New York, 11385, United States",40.700716,-73.8817275667693
"72 Wood  Road, ","72 South Wood Road, Woodbury","72, Wood Road, Heybridge, Maldon, Essex, East of England, England, CM9 4AU, United Kingdom",51.74659725,0.693196755785559
71-11 Astoria  Boulevard,"71-11 Astoria Boulevard North, East Elmhurst","Astoria Boulevard, Astoria, Queens, Queens County, New York, 11102, United States",40.7722067,-73.9309592
"700 Williamsbridge  rd, ","700 Williamsbridge rd, brionx","Williamsbridge Road, The Bronx, Bronx County, New York, 10461, United States",40.848993,-73.850345
"70-30 80th  Street, ","70-30 80th Street, Ridgewood","70-30, 80th Street, Queens, Queens County, New York, 11385, United States",40.7081346,-73.8703817258314
70 Washington  Square,"70 Washington Square So, New York","70, Washington Square, Newport, Newport County, Rhode Island, 02840, United States",41.4903322307692,-71.3135762307692
"695 Park  Ave, ","695 433HN  Park Ave, New York","695, Park Avenue, Hamburg, Carver County, Minnesota, 55339, United States",44.7318869554522,-93.9621998383038
"6914 49th  Ave, ","6914 49th Ave, Woodside","6914, 49th Avenue, Kenosha, Kenosha County, Wisconsin, 53142, United States",42.5707809934878,-87.8676342396392
"69-28 Hessler  Avenue, ","69-28 Hessler Avenue, Far Rockaway","69-28, Hessler Avenue, The Breakers, Somerville, Queens, Queens County, New York, 11692, United States",40.59422575,-73.7994720367751
"69 Cleveland  Avenue, ","69 Cleveland Avenue, Bay Shore","69, Cleveland Avenue, Downtown, Mansfield, Richland County, Ohio, 44902, United States",40.7552494489796,-82.5074005714286
"6802 Metropolitan  Avenue, ","6802 Metropolitan Avenue, Long Island City","Metropolitan Avenue, Queens, Queens County, New York, 11415, United States",40.7090757,-73.8416422
673 MONROE  ST,"673 MONROE ST #2, Brooklyn","673, Monroe Street, Berwick, Columbia County, Pennsylvania, 18603, United States",41.0555571836735,-76.2479044897959
"6702 60th  Street, ","6702 60th Street, Glendale","60th Street, Borough Park, Brooklyn, Kings County, New York, 11219, United States",40.628845,-73.998545
670 Riverside  Dr,"670 Riverside Dr Apt 6F, New York","670, Riverside Drive, Riverside, Newport News, Virginia, 23606, United States",37.0480067142857,-76.4983894285714
"6622 Fleet  Street, ","6622 Fleet Street, Flushing, NY, USA, Forest Hills","Fleet Street, Highlandtown, Baltimore, Maryland, 21224, United States",39.2853756,-76.5729116
"66 John  St, ","66 John St, New Y ork","66 John Street, 66, John Street, Financial District, Manhattan, New York County, New York, 10038, United States",40.7087571,-74.0076937372752
"66 Genesee  Ave, ","66 Genes 66 Genesee Ave, Teaneck","66, Genesee Avenue, Southside, Binghamton, Broome County, New York, 13903, United States",42.088949,-75.9082846666667
"655 Castro  Ave, ","655 655 Castro Ave, Mountain View","Castro Avenue, San Rafael, Marin County, California, 94901, United States",37.9601822,-122.5034436
650 End  Ave,"650 West End Ave Apt G-AB, New York","End Avenue, Mutare, Manicaland, Zimbabwe",-18.9874669,32.6587084
"65-11 Meadow  Lane, ","65-11 Fresh Meadow Lane, Flushing","65, Meadow Lane, Lancaster County, Pennsylvania, 17516, United States",39.9254510246054,-76.3393470290694
"65 65, Court  Court  ","65 Court Street, The Bronx","65, Court, Highlands County, Florida, 33852, United States",27.3202447673123,-81.3757158491998
"645 Annapolis  Street, ","645 Annapolis Street, Far Rockaway","645, Annapolis Street, Commerce Township, Oakland County, Michigan, 48382, United States",42.6070818787325,-83.4743646506073
64 19th  Street,"64 West 19th Street Ground Floor, Bayonne","19th Street, Vrededorp, Johannesburg Ward 58, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",-26.1987414,28.0169074
633 Third  Avenue,"633 Third Avenue 39th Floor, New York","Third Avenue, Little Heath, London Borough of Redbridge, London, Greater London, England, RM6 5DB, United Kingdom",51.5759814,0.1242917
633 Third  Avenue,"633 Third Avenue 39th Floor, New York","Third Avenue, Little Heath, London Borough of Redbridge, London, Greater London, England, RM6 5DB, United Kingdom",51.5759814,0.1242917
633 Third  Ave,"633 Third Ave , New York, NY 1001st7, New York","Third Avenue, Little Heath, London Borough of Redbridge, London, Greater London, England, RM6 5DB, United Kingdom",51.5759814,0.1242917
"630 Bedford  Rd, ","630 Bedford Rd, Tarrytown","Bedford Road, Harpur, Bedford, East of England, England, MK41 6EJ, United Kingdom",52.1552153,-0.4844744
625 Sixth  ave,"625 Sixth ave 3 floor, New York","Sixth Avenue, Little Ilford, London Borough of Newham, London, Greater London, England, E12 5JG, United Kingdom",51.5513893,0.056879
"6115 97  Street, ","6115 97 Street, Rego Park","6115, 97 Street, Country Club West, City of Grande Prairie, Grande Prairie (city), Alberta, T8W 1H1, Canada",55.1353654061914,-118.78249823258
"61-57 55th  Street, ","61-57 55th Street, Flushing","61-57, 55th Street, Ridgewood, Queens, Queens County, New York, 11378, United States",40.7136003,-73.9079081498601
"607 Estates  Drive, ","607 607 Lake Estates Drive, Austin","607, Estates Drive, Tazewell County, Virginia, 24637, United States",37.0784829102437,-81.7427448917536
606 42nd  Street,"606 West 42nd Street #61st3, NYC","606, 42nd Street, Avalon, Cape May County, New Jersey, 08202, United States",39.0931940204082,-74.7394089183674
601 57th  Street,"601 West 57th Street apt 6k, New York","601, 57th Street, West Palm Beach, Palm Beach County, Florida, 33407, United States",26.761775,-80.055452
"600 Country  Rd, ","600 Old Country Rd, Garden City South","600, Country Road, Scio Township, Washtenaw County, Michigan, 48103, United States",42.268886,-83.86653
600 18  street,"600 east 18 street  5G, Brooklyn","18 Street, Al Badaia, البديع, مدينة الشارقة, 0, الإمارات العربية المتحدة",25.254264,55.5666802
"60-75 68th  Road, ","60-75 68th Road, Flushing","60-75, 68th Road, Ridgewood, Queens, Queens County, New York, 11385, United States",40.70446015,-73.89701185
"60-22 55th  Drive, ","60-22 55th Drive, Flushing","60-22, 55th Drive, Maspeth, Queens, Queens County, New York, 11378, United States",40.72552875,-73.90526965
"60 Ruyon  Avenue, ","60 Ruyon Avenue, Yonkers","Vallejo Morales Ruyón, Tórtoles de Esgueva, Burgos, Castilla y León, 09312, España",41.8098878,-4.0424497
60 Fifth  Ave,"60 Fifth Ave 6 Fl, New York","Fifth Avenue, Salvokop, Tshwane Ward 60, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa",-25.7630921,28.1858758
"60 Broad  Street, ","60 Broad Street, BOWLING GREEN","60 Broad Street, New Street, Financial District, Manhattan, New York County, New York, 10004, United States",40.70534745,-74.0119939850342
60 Broad  Street,"60 Broad Street Floor 32, New York City","60 Broad Street, New Street, Financial District, Manhattan, New York County, New York, 10004, United States",40.70534745,-74.0119939850342
"59-17 59-17, Junction  Junction  ","59-17 Junction Boulevard, Flushing","59, 1240, Grand Junction Way, Roseville, Placer County, California, United States",38.7880595,-121.3876798
"59 Lefurgy  Ave, ","59 Lefurgy Ave, HASTINGS HDSN","59, Lefurgy Avenue, Dobbs Ferry, Town of Greenburgh, Westchester County, New York, 10522, United States",41.0164352437929,-73.8593841315323
"5820 Harris  Boulevard, ","5820 EWT Harris Boulevard, Charlotte","The Boulevard, Houston, Harris County, Texas, United States",29.7286927,-95.4160574477822
"58-20 Borden  Avenue, ","58-20 Borden Avenue, Flushing","58, Borden Avenue, Wilmington, New Hanover County, North Carolina, 28403, United States",34.237121,-77.91924475
"58 Service  Road, ","58 South Service Road, Melville","Service Road, Service, Jones County, Mississippi, United States",31.7431501,-89.235077
575 lexington  ave,"575 lexington ave 22nd floor, New York City","575, Lexington Avenue, Jackson, Madison County, Tennessee, 38301, United States",35.62074,-88.795712
573 GRAND  STREET,"573 GRAND STREET D207, NEW YORK","573, Grand Street, Hot Sulphur Springs, Grand County, Colorado, 80451, United States",40.074037,-106.093635256098
"5716 Kings  Hwy, ","5716 N Kings Hwy, Alexandria","5716, Kings Highway, Rollins Fork, Westmoreland County, Virginia, 22443, United States",38.1714555885651,-76.9478928968204
"57-52 49TH  PLACE, ","57-52 49TH PLACE, MASPETH","49th Place, Phoenix, Maricopa County, Arizona, 85331, United States",33.7470043,-111.9754459
57 Prince  St,"57 Prince St 5F, New York","57, Prince Street, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States",42.31131835,-71.1210554915892
"555 Columbus  Ave, ","555 So. Columbus Ave, Mount Vernon","555, Columbus Avenue, Waco, McLennan County, Texas, 76701, United States",31.5580466326531,-97.1343450612245
"555 8th  Avenue, ","555 8th Avenue, Suite 1803, New York","555, 8th Avenue, Belmar, Monmouth County, New Jersey, 07719, United States",40.1806942040816,-74.0220579591837
"555 8th  Avenue, ","555 8th Avenue, Suite 1803, New York","555, 8th Avenue, Belmar, Monmouth County, New Jersey, 07719, United States",40.1806942040816,-74.0220579591837
"555 8th  Avenue, ","555 8th Avenue, Suite 1803, New York","555, 8th Avenue, Belmar, Monmouth County, New Jersey, 07719, United States",40.1806942040816,-74.0220579591837
"555 8th  Avenue, ","555 8th Avenue, Suite 1803, New York","555, 8th Avenue, Belmar, Monmouth County, New Jersey, 07719, United States",40.1806942040816,-74.0220579591837
"555 8th  Avenue, ","555 8th Avenue, Suite 1803, New York","555, 8th Avenue, Belmar, Monmouth County, New Jersey, 07719, United States",40.1806942040816,-74.0220579591837
555 8th  avenue,"555 8th avenue suite, new york","555, 8th Avenue, Belmar, Monmouth County, New Jersey, 07719, United States",40.1806942040816,-74.0220579591837
"555 57th  Ave, ","555 W 57th Ave, New York","555, 57th Avenue, Meridian, Lauderdale County, Mississippi, 39307, United States",32.3602954267561,-88.7358458469064
555 18th  St,"555 West 18th St 5th Fl, NEW YORK","555, 18th Street, Huntington Beach, Orange County, California, 92648, United States",33.6693199487921,-118.009372322327
"551 Fifth  Avenue, ","551 Fifth Avenue, New York, NY, USA, New York","Fifth Avenue, Sea Point, Cape Town, City of Cape Town, Western Cape, 8005, South Africa",-33.912131,18.3940861
55 Bethune  Street,"55 Bethune Street 11stth floor, New York","55, Bethune Street, West Village, Manhattan, New York County, New York, 10014, United States",40.7368831,-74.0085005
55 46th  Street,"55 West 46th Street Suite 27, New York","55-02, 46th Street, Queens, Queens County, New York, 11378, United States",40.7293252,-73.9229418
"549 Audubon  Avenue, ","549 Audubon Avenue, BOWLING GREEN","George Washington High School, 549, Audubon Avenue, Fort George, Manhattan, New York County, New York, 10040, United States",40.8555093,-73.9262634470974
"547 E,179  Street, ","547 E,179 Street, The Bronx","179 Street, Cloverdale, Surrey, British Columbia, V3S 7X1, Canada",49.1286214,-122.7259141
"541 145  street, ","541 west 145 street, Ny","145th Street, Saint Nicholas Avenue, Harlem, Manhattan Community Board 9, Manhattan, New York County, New York, 10040, United States",40.8242108,-73.9446318
"534 Millwood  Road, ","534 Millwood Road, Mount Kisco","534, Millwood Road, Davisville, Don Valley West, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 1N2, Canada",43.7033048555556,-79.3797400888889
"53-33 62nd  Street, ","53-33 62nd Street, Maspeth","53-33, 62nd Street, Queens, Queens County, New York, 11378, United States",40.7307556,-73.902257545975
"53 Juneau  Boulevard, ","53 Juneau Boulevard, Woodbury","53, Juneau Boulevard, Oyster Bay, Nassau County, New York, 11797, United States",40.8049895,-73.4636983730469
526 20th  St,"526 East 20th St Apt 2g, New York","526, 20th Street, Springfield, Lane County, Oregon, 97477, United States",44.0496946911935,-122.995589626318
525 End  Ave,"525 W. End Ave # 7c, New york","End Avenue, Mutare, Manicaland, Zimbabwe",-18.9874669,32.6587084
"523 Church  Avenue, ","523 Church Avenue, Woodmere","Church Avenue, Blanchardstown-Roselawn ED, Blanchardstown, Fingal, Dublin 15, Leinster, D15 NX98, Éire / Ireland",53.3849457,-6.3758401
521 5th  Ave,"521 5th Ave 5th floor, New York","521, 5th Avenue, Tioga Center, Town of Tioga, Tioga County, New York, 13827, United States",42.0571896919672,-76.3496720316359
"520 Eight  Avenue, ","520 Eight Avenue, New York","Eighth Avenue, Garston Park, Tilehurst, West Berkshire, South East England, England, RG31 4TN, United Kingdom",51.448552,-1.0559119
520 8th  Ave,"520 8th Ave 24th Floor, New York","520, 8th Avenue, Belmar, Monmouth County, New Jersey, 07719, United States",40.1807318163265,-74.0214358367347
515 Greenwich  St,"515 Greenwich St STE 503, New York","515, Greenwich Street, Hudson Square, Manhattan, New York County, New York, 10013, United States",40.7261977,-74.0089275
515 Greenwich  St,"515 Greenwich St STE 503, New York","515, Greenwich Street, Hudson Square, Manhattan, New York County, New York, 10013, United States",40.7261977,-74.0089275
515 Greenwich  St,"515 Greenwich St STE 503, New York","515, Greenwich Street, Hudson Square, Manhattan, New York County, New York, 10013, United States",40.7261977,-74.0089275
515 Greenwich  St,"515 Greenwich St STE 503, New York","515, Greenwich Street, Hudson Square, Manhattan, New York County, New York, 10013, United States",40.7261977,-74.0089275
515 Greenwich  St,"515 Greenwich St STE 503, New York","515, Greenwich Street, Hudson Square, Manhattan, New York County, New York, 10013, United States",40.7261977,-74.0089275
"5113 46  street, ","5113 46 street, Woodside","5113, 46 Street, City of Leduc, Alberta, T9E 5V9, Canada",53.2664623,-113.5450964
51 Wooster  Street,"51 Wooster Street 4th Floor, New York","51, Wooster Street, SoHo, Manhattan, New York County, New York, 10013, United States",40.72282,-74.0024784679024
51 10th  street,"51 east 10th street 3, New York","10th Street, Erijaville, Cape Town Ward 86, Strand, City of Cape Town, Western Cape, 7140, South Africa",-34.1276232,18.8511662
505 LaGuardia  Place,"505 LaGuardia Place #6D, New York","505, Laguardia Place, University Village, Greenwich Village, Manhattan, New York County, New York, 10012, United States",40.7278694909091,-73.9989948181818
505 Eighth  Avenue,"505 Eighth Avenue 12A-06, New York","505, Eighth Avenue, Glenbrook, Glenbrooke North, New Westminster, Metro Vancouver, British Columbia, V3L 3C5, Canada",49.2166431,-122.923304831299
"500 County  Boulevard, ","500 Bi County Boulevard, Farmingdale","500, County Boulevard, Thunder Bay, Thunder Bay District, Northwestern Ontario, Ontario, P7A 7P5, Canada",48.4604556,-89.2425335
"500 Christina  Rd, ","500 Stanton Christina Rd, Newark","Christina Road, Chino, San Bernardino County, California, 91710, United States",34.0140457,-117.7186768
"50-30 65th  Place, ","50-30 65th Place, Flushing","50-30, 65th Place, Queens, Queens County, New York, 11377, United States",40.7361117,-73.9002604490365
"50 153  ST, ","50 EAST 153 ST, The Bronx","50, The Strand, Lansing, Lansing Town, Tompkins County, New York, 14850, United States",42.486209,-76.4750765
"4850 38th  St, ","4850 38th St, Long Island City","4850, 38th Street, Columbus, Platte County, Nebraska, 68601, United States",41.4533471491526,-97.383632486434
"481 Amoros  Court, ","481 Amoros Court, Marin County","481, Amoros Court, Santa Rosa, Sonoma County, California, 95401, United States",38.4348262,-122.7637934
"4802 25th  Avenue, ","4802 25th Avenue, Astoria","25th Avenue, Bath Beach, Brooklyn, Kings County, New York, 11214, United States",40.5923154,-73.9931686
"48-02 25th  Avenue, ","48-02 25th Avenue, Astoria","48, 25th Avenue, Dodge County, Georgia, 31023, United States",32.21228564,-83.20286296
"48-02 25th  Avenue, ","48-02 25th Avenue, Astoria","48, 25th Avenue, Dodge County, Georgia, 31023, United States",32.21228564,-83.20286296
"48-02 25th  Ave, ","48-02 25th Ave, Long Island City","48, 25th Avenue, Dodge County, Georgia, 31023, United States",32.21228564,-83.20286296
