Address,Geo_Address,Latitude,Longitude
"One Rockefeller Plaza, New York","One Rockefeller Plaza, 1, Rockefeller Plaza, Midtown, Manhattan Community Board 5, Manhattan, New York County, New York, United States",40.7579519,-73.9789481738123
"One Riverfront, Newark","One Riverfront Center, Raymond Boulevard, Newark, Essex County, New Jersey, 07101, United States",40.7357555,-74.1642724150289
"one Police Plaza, New York","Police Plaza, Lower Manhattan, Civic Center, Manhattan, New York County, New York, United States",40.71247175,-74.0026703756372
"ONE POLICE PLAZA, New York","Police Plaza, Lower Manhattan, Civic Center, Manhattan, New York County, New York, United States",40.71247175,-74.0026703756372
"One Police Plaza, New York","Police Plaza, Lower Manhattan, Civic Center, Manhattan, New York County, New York, United States",40.71247175,-74.0026703756372
"One Penn Plaza, New York","One Penn Plaza, 1, West 33rd Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10019, United States",40.75109885,-73.9919735778949
"One penn plaza, New york","One Penn Plaza, 1, West 33rd Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10019, United States",40.75109885,-73.9919735778949
"One Penn plaza, New York","One Penn Plaza, 1, West 33rd Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10019, United States",40.75109885,-73.9919735778949
"One penn plaza, Manhattan","One Penn Plaza, 1, West 33rd Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10019, United States",40.75109885,-73.9919735778949
"One PATH Plaza, Jersey City","One PATH Plaza, Journal Square Bus Lane A, Indian Square, Bergen, Jersey City, Hudson County, New Jersey, 07306, United States",40.73250585,-74.0627011898158
"One Park Avenue 10th Floor, New York","One Park Avenue, 1, Park Avenue, Murray Hill, Manhattan, New York County, New York, 10016, United States",40.7458771,-73.9815056078501
"One Park Ave, New York","One Park Avenue, 1, Park Avenue, Murray Hill, Manhattan, New York County, New York, 10016, United States",40.7458771,-73.9815056078501
"One Park Ave 6th Floor, New York","One Park Avenue, 1, Park Avenue, Murray Hill, Manhattan, New York County, New York, 10016, United States",40.7458771,-73.9815056078501
"One Pace Plaza, New York","Pace Plaza, Financial District, Manhattan, New York County, New York, United States",40.7117686,-74.0056165057862
"One One Penn Plaza, New York City","One Penn Plaza, 1, West 33rd Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10019, United States",40.75109885,-73.9919735778949
"One One Battery Park Plaza, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One New York Plaza, New York","New York Plaza, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.7024857,-74.0127382
"one new york plaza, New York","New York Plaza, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.7024857,-74.0127382
"One Microsoft Way, Redmond","Microsoft Building 113, Northeast 31st Way, Microsoft West Campus, Redmond, King County, Washington, 98052-5491, United States",47.6395844,-122.141585850948
"One Metropolitan Square, Saint Louis","One Metropolitan Square, North Broadway, Downtown, City of Saint Louis, Missouri, 63147, United States",38.62752435,-90.1898255682764
"One Medimmune Way, Gaithersburg","Medimmune Way, Coventry, Gaithersburg, Montgomery County, Maryland, 20878, United States",39.1267359,-77.2320964
"One Maritime Plaza, San Francisco, C, San Francisco","One Maritime Plaza, 300, Clay Street, Financial District, San Francisco, San Francisco City and County, San Francisco, California, 94111, United States",37.79569215,-122.399263704272
"One Manhattan West, New York","28 Liberty, 28, Liberty Street, Financial District, Manhattan, New York County, New York, 10005, United States",40.70784945,-74.0089817904272
"One Main Street, Brooklyn","One Main Street, 1, Main Street, Howth ED, Howth, Fingal, Dublin 13, Leinster, D13 A2T6, Éire / Ireland",53.38605785,-6.0655754
"One Madison Avenue, New York","One Madison, 23, East 22nd Street, Flatiron District, Manhattan, New York County, New York, 10010, United States",40.74049735,-73.9880982748498
"One Liberty, New York","One Liberty Plaza, Liberty Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10005, United States",40.7097318,-74.0108592485869
"One Liberty Street, New York","One Liberty Plaza, Liberty Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10005, United States",40.7097318,-74.0108592485869
"One Liberty Plaza,, New York","One Liberty Plaza, Liberty Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10005, United States",40.7097318,-74.0108592485869
"One Liberty Plaza, New York","One Liberty Plaza, Liberty Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10005, United States",40.7097318,-74.0108592485869
"One Libe, New York","Libe Cafe, Ho Plaza, Ithaca, Ithaca Town, Tompkins County, New York, 14853, United States",42.4479489,-76.4846903
"One Lib, New York","Sara Lib Road, Oak Ridge, Town of Charleston, Montgomery County, New York, 12066, United States",42.802425,-74.330435
"One Jericho Plaza, Jericho","Jericho Plaza, Jericho, Oyster Bay, Nassau County, New York, 11753, United States",40.7859571,-73.5475363
"One Irving Place, New York","Irving Place, City of Utica, Oneida County, New York, 13501, United States",43.087655,-75.255441
"One Hogan Place, New York","Hogan Place, Five Points, Manhattan, New York County, New York, 10013, United States",40.715297,-74.0007838
"One Grand Central Place, New York","One Grand Central Place, 60, East 42nd Street, Midtown East, Manhattan, New York County, New York, 10017, United States",40.75210775,-73.9787462074258
"One Freedom Way, Augusta","Freedom Way, King Estates, Augusta, Richmond County, Georgia, 30904, United States",33.4669905,-82.0256726
"One Exchange, New York","One Exchange Plaza, 55, Broadway, Financial District, Manhattan, New York County, New York, 10006, United States",40.7068408,-74.0130419761427
"One energy plaza, Jackson","Energy Plaza, Jackson, Jackson County, Michigan, 49201, United States",42.2466745,-84.4022892763359
"One Empire Drive, Rensselaer","Empire Drive, Poestenkill, Town of Poestenkill, Rensselaer County, New York, 12140, United States",42.697151,-73.575551
"One Einstein Drive, Princeton","Einstein Drive, Princeton, Mercer County, New Jersey, 08540-4810, United States",40.3326835,-74.6660929
"One East 65th Street, New York","East 65th Street, Bergen Beach, Brooklyn, Kings County, New York, 11234, United States",40.6197098,-73.9146063
"One Court Square, Long Island City","Citigroup Building, 25-01, Jackson Avenue, Court Square, Queens, Queens County, New York, 11101, United States",40.74699445,-73.9438653577262
"One Court Square West, Long Island City","Citigroup Building, 25-01, Jackson Avenue, Court Square, Queens, Queens County, New York, 11101, United States",40.74699445,-73.9438653577262
"One Centre Street, NY","One Eyed Studios, 1639, Centre Street, Ridgewood, Queens, Queens County, New York, 11385, United States",40.697548,-73.9046218
"One Centre Street, New York","One Eyed Studios, 1639, Centre Street, Ridgewood, Queens, Queens County, New York, 11385, United States",40.697548,-73.9046218
"One Bryant, New York","The Bryant, 16, West 40th Street, Midtown South, Manhattan, New York County, New York, 10018, United States",40.7524389,-73.9830314095792
"One Bryant Park, New York","Bryant Park, West 40th Street, Midtown South, Manhattan, New York County, New York, 10018, United States",40.75375085,-73.9835368029526
"One Bryan, New York","Bryan Stone, Washington Avenue, Sheridan Hollow, Lark Street, Albany, Albany County, New York, 12210, United States",42.6525405,-73.7556453
"One Bridge Plaza N., Fort Lee","Bridge Plaza North, Fort Lee, Bergen County, New Jersey, 07024, United States",40.8550656,-73.9670241
"One Boston Place, Boston","One Boston Place, 201, Washington Street, Downtown Crossing, Financial District, Boston, Suffolk County, Massachusetts, 02201, United States",42.35852845,-71.0583756517565
"One battery, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One Battery, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One Battery Park Plaza,, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One Battery Park Plaza, New York, NY, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One Battery Park Plaza, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One Battery park plaza, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One battery park plaza, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One Battery Park pl, New York","One Battery Park Plaza, Bridge Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",40.70338435,-74.0137708890389
"One Barker Avenue, White Plains","Barker Avenue, White Plains, Westchester County, New York, 10601, United States",41.0367443,-73.7648192
"One Apple Park, Cupertino","Apple Park, 1, Apple Park Way, Cupertino, Santa Clara County, California, 94087, United States",37.3348469,-122.01139215738
"One Amgen Center dr., Thousand Oaks","Amgen Center Drive, Amgen, Thousand Oaks, Ventura County, California, 91320, United States",34.1910999,-118.9225584
"NYC NYC, New York","New York, 1884, 1st Avenue, Midtown East, Manhattan, New York County, New York, 10155, United States",40.7587979,-73.9623427
"Nyc Nyc, New york","New York, 1884, 1st Avenue, Midtown East, Manhattan, New York County, New York, 10155, United States",40.7587979,-73.9623427
"nyc nyc, New York","New York, 1884, 1st Avenue, Midtown East, Manhattan, New York County, New York, 10155, United States",40.7587979,-73.9623427
"NYC NY, New York","New York, United States",40.7127281,-74.0060152
"Nyc 15th st, New York","New York, 1884, 1st Avenue, Midtown East, Manhattan, New York County, New York, 10155, United States",40.7587979,-73.9623427
"None None, None","None, Via Stazione, None, Torino, Piemonte, Italia",44.9379672,7.5400398
"no no, new york","New York, Modesto Luque, Importadora Guzman, Monte Bello, Tarqui, Guayaquil, 090705, Ecuador",-2.1002348,-79.9395564
"Newark Intl Airport, Newark","Newark Liberty International Airport, Bessemer Street, Newark, Essex County, New Jersey, 07114, United States",40.68906405,-74.1772548503535
"Newark I Brewster Rd, Newark","Taxi Newark Airport, Brewster Road, Newark, Essex County, New Jersey, 07201, United States",40.6905876,-74.1892225
"New York, New York","New York, United States",40.7127281,-74.0060152
"new york, new york","New York, United States",40.7127281,-74.0060152
"New York New York, New York","New York, United States",40.7127281,-74.0060152
"New york Na, New York","New York, United States",40.7127281,-74.0060152
"New Rochelle, New Rochelle","New Rochelle, 24, Station Plaza, New Rochelle, Westchester County, New York, 10801, United States",40.9114243,-73.7841844
"na na, New York","645, Forest Avenue, Sunset Hill, Staten Island, Richmond County, New York, 10310, United States",40.6299145,-74.1105666
"Na Na, New York","125-01, Queens Boulevard, Kew Gardens, Queens, Queens County, New York, 11415, United States",40.7125079,-73.8258695
"Na Na, Nags Head","The Nags Head, 10, James Street, St Clement Danes, Covent Garden, City of Westminster, London, Greater London, England, WC2E 8BT, United Kingdom",51.5129793,-0.123619799201778
"N2270 WI-67, Walworth","State Highway 67, Walworth, Walworth County, Wisconsin, 53184, United States",42.5311108,-88.5939634
"N/a City Hall, New York","City Hall, Broadway, Lower Manhattan, Manhattan Community Board 1, Manhattan, New York County, New York, 10003, United States",40.713282,-74.006978
"N/a Bainbridge, Bronx","Museum of Bronx History, 3266, Bainbridge Avenue, The Bronx, Bronx County, New York, 10467, United States",40.87737965,-73.87943145
"n na, New Rochelle","New Rochelle, 24, Station Plaza, New Rochelle, Westchester County, New York, 10801, United States",40.9114243,-73.7841844
"n n, New York City","New York City, Тиводара Легоцького вулиця, Боздош, Ужгород, Ужгородська міська громада, Ужгородський район, Закарпатська область, 88015, Україна",48.6108441,22.2660066
"N M, New York","New York, Cibola County, New Mexico, 87034, United States",35.0586534,-107.527271
"Midtown Manhattan, New York","Midtown, Manhattan Community Board 5, Manhattan, New York County, New York, United States",40.7601085,-73.9781632908718
"Mcdonald ave, Brooklyn","McDonald Avenue, Gravesend, Brooklyn, Kings County, New York, 11223, United States",40.5951782,-73.9734789
"Manhatta Manhattan, New York","Manhatta, 28, Liberty Street, Financial District, Manhattan, New York County, New York, 10005, United States",40.7078665,-74.0086565
"Madison ave, New York","Madison Avenue, Midtown East, Manhattan, New York County, New York, 10037, United States",40.7629146,-73.9719048
"Lincoln Center, New York","Lincoln Center, Jaffe Drive (Lincoln Center Drop-Off), Manhattan Community Board 7, Manhattan, New York County, New York, 10023-7503, United States",40.7713396,-73.9835065
"Lake Avenue, Greenwich","Lake Avenue, Greenwich, Fairfield County, Connecticut, 06831, United States",41.0906154,-73.6479945
"La guardia ai, East Elmhurst","La Guardia, 101-22, Astoria Boulevard, East Elmhurst, Queens, Queens County, New York, 11369, United States",40.7614735,-73.8675025
"John Jay College, New York","John Jay College of Criminal Justice, West End Avenue, Upper West Side, Manhattan Community Board 7, Manhattan, New York County, New York, 100, United States",40.7706776,-73.9892256424248
"Jfk terminal 5, Queens","MTA JFK Airport Terminal 5 Bus, Former Terminal 6 Departures, Queens, Queens County, New York, 11430, United States",40.6473299,-73.7796775
"JFK Terminal 4, Queens","JFK, Terminal 4 Departures, Queens, Queens County, New York, 11430, United States",40.64291,-73.785812
"JFK Terminal 4, Jamaica","JFK, Terminal 4 Departures, Queens, Queens County, New York, 11430, United States",40.64291,-73.785812
"JFK ter, Jamaica","Sutphin Boulevard–Archer Avenue–JFK Airport, Archer Avenue, Jamaica, Queens, Queens County, New York, 11433, United States",40.7007586,-73.8067987
"JFK JFK, Jamaica","Sutphin Boulevard–Archer Avenue–JFK Airport, Archer Avenue, Jamaica, Queens, Queens County, New York, 11433, United States",40.7001994,-73.8088601
"JFK JFK airport, Jamaica","Sutphin Boulevard–Archer Avenue–JFK Airport, Archer Avenue, Jamaica, Queens, Queens County, New York, 11433, United States",40.7007586,-73.8067987
"Jfk Jamaica Way, Jamaica","Crowne Plaza JFK Airport New York City, 138-10, 135th Avenue, Queens, Queens County, New York, 11436, United States",40.6672705,-73.7996124476443
"JFK Airport, Queens","John F. Kennedy International Airport, Towaway Drive, Queens, Queens County, New York, 11430, United States",40.6429479,-73.7793733748521
"JFK Airport, Jamaica","Sutphin Boulevard–Archer Avenue–JFK Airport, Archer Avenue, Jamaica, Queens, Queens County, New York, 11433, United States",40.7007586,-73.8067987
"Jamaica Station, Jamaica",Jamaica,18.1850507,-77.3947693
"Industry West 36th Street, Brooklyn","Industry City Food Hall, 220 #2-A, 36th Street, Industry City, Brooklyn, Kings County, New York, 11232, United States",40.656216,-74.0077577
"Hunter College 695 Park Ave, NYC","Hunter College, 695, Park Avenue, Upper East Side, Carnegie Hill, Manhattan, New York County, New York, 10065, United States",40.7683107,-73.9644059567109
"Hudson 33rd street, New York","35 Hudson Yards, West 33rd Street, Manhattan Community Board 4, Manhattan, New York County, New York, 10001, United States",40.7545731,-74.0022738673422
"Halsey Halsey, Newark","Halsey Street, Teachers Village, Newark, Essex County, New Jersey, 07102, United States",40.7284394,-74.1781192
"H-3017 The Capitol, Washington","William H. Seward, 1400, East Galer Street, Capitol Hill, Seattle, King County, Washington, 98112, United States",47.6318615,-122.315724
"Grand. Street m, Ny","Grand Street, Manhattan Community Board 3, Manhattan, New York County, New York, 10002, United States",40.7181616,-73.9937839
"Ft Ft campbell, Fort Campbell","Fort Campbell Cantonment, Fort Campbell, Montgomery County, Tennessee, 42223, United States",36.625313,-87.4641303283257
"Franklin st, Stamford","Franklin Street, Northfield, Stamford, Fairfield County, Connecticut, 06901, United States",41.0588525,-73.5419842
"Forest ave, Staten Island","Forest Avenue, Old Place, Staten Island, Richmond County, New York, 10303, United States",40.6260631,-74.1774178
"Floral park, Floral Park","Floral Park, Atlantic Avenue, Floral Park, Hempstead, Nassau County, New York, 11001, United States",40.7246435,-73.7062596
"Five Times, New York","For five coffee roasters, West 47th Street, Diamond District, Times Square, Manhattan, New York County, New York, 10036, United States",40.7578879,-73.9831141
"Five times square, New York","For five coffee roasters, West 47th Street, Diamond District, Times Square, Manhattan, New York County, New York, 10036, United States",40.7578879,-73.9831141
"F-3 Brier Hill Court, East Brunswick","Brier Hill Court, East Brunswick Township, Middlesex County, New Jersey, 08816, United States",40.4110444,-74.422137
"Essex street, New York","Essex Street, Delancey Street, Manhattan Community Board 3, Manhattan, New York County, New York, 10002, United States",40.7183982,-73.9874236
"Eleven Madison Avenue, New York","Eleven Madison Park, 11, Madison Avenue, Flatiron District, Manhattan, New York County, New York, 10010, United States",40.7415982,-73.9871904
"Echo Hills, Dobbs Ferry","Echo Hills, Chauncey, Dobbs Ferry, Town of Greenburgh, Westchester County, New York, 10572, United States",41.0053612,-73.86206
"East 63rd, Manhattan","Lexington Avenue–63rd Street, East 63rd Street, Upper East Side, Manhattan Community Board 8, Manhattan, New York County, New York, 10021, United States",40.764629,-73.966113
"East 17 street, Brooklyn","La Strada, 5023, 10th Avenue, Borough Park, Brooklyn, Kings County, New York, 11219, United States",40.6379042,-73.9996623
"East 106 Madison Avenue, New York","Madison Avenue West, Hampton Manor, Town of East Greenbush, Rensselaer County, New York, 12144, United States",42.616213,-73.729051
"E Trinity Place, Decatur","East Trinity Place, Decatur, DeKalb County, Georgia, 30030, United States",33.772165,-84.2938661
"E E 79th St, New York","East 79th Street, Paerdegat, Brooklyn, Kings County, New York, 11236, United States",40.6367495,-73.915985
"E 54th Street, Ny","East 54th Street, Midtown East, Manhattan, New York County, New York, 10022, United States",40.7596398,-73.9720595
"Dock 72 Brooklyn Navy Yard, Brooklyn","Dock 72, Market Street, Brooklyn Navy Yard, Brooklyn, Kings County, New York, 11251, United States",40.70082505,-73.9725601752649
"Court Street, Brooklyn","Court Street, Montague Street, Cobble Hill, Brooklyn, Kings County, New York, 11201, United States",40.6941,-73.991777
